address,price,link,subarea,bed,bath,sqft,type,Property Age,Gross Taxes for 2017,Strata Maintenance Fees,Area,Sub-Area/Community,Property Type,Title,Listing ID,Primary Agent,Primary Broker,Features,Amenities
1-531 E 16th Avenue,968000,https://www.rew.ca/properties/R2229461/1-531-e-16th-avenue-vancouver-bc,Mount Pleasant East ,2,2,967,Townhouse,Built in 2017 (1 yrs old),$0,$0,Vancouver East,Mount Pleasant East,Townhouse,Freehold Strata,R2229461,,Sutton Grp West Coast (W.Blvd),"ClthWsh/Dryr/Frdg/Stve/DW, Microwave",
10-531 E 16th Avenue,1198000,https://www.rew.ca/properties/R2229462/10-531-e-16th-avenue-vancouver-bc,Mount Pleasant East ,2,3,1087,Townhouse,Built in 2017 (1 yrs old),,$0,Vancouver East,Mount Pleasant East,Townhouse,Freehold Strata,R2229462,,Sutton Grp West Coast (W.Blvd),"ClthWsh/Dryr/Frdg/Stve/DW, Microwave",
1232 E 11th Avenue,1480000,https://www.rew.ca/properties/R2216939/1232-e-11th-avenue-vancouver-bc,Mount Pleasant East ,3,3,1452,Duplex,Built in 2017 (1 yrs old),,$0,Vancouver East,Mount Pleasant East,Duplex,Freehold Strata,R2216939,,RE/MAX Select Realty,"ClthWsh/Dryr/Frdg/Stve/DW, Drapes/Window Coverings, Microwave, Security System, Smoke Alarm, Vacuum R.I.",
219-630 E Broadway Street,540000,https://www.rew.ca/properties/R2221981/219-630-e-broadway-street-vancouver-bc,Mount Pleasant East ,0,1,560,Apt/Condo,Built in 2018 (0 yrs old),$0,$198,Vancouver East,Mount Pleasant East,Apt/Condo,Freehold Strata,R2221981,,RE/MAX Life Styles Realty,"ClthWsh/Dryr/Frdg/Stve/DW, Microwave","Elevator, In Suite Laundry"
406-1159 Main Street,980000,https://www.rew.ca/properties/R2225494/406-1159-main-street-vancouver-bc,Mount Pleasant East ,2,2,1073,Apt/Condo,Built in 1992 (26 yrs old),"$1,893",$461,Vancouver East,Mount Pleasant East,Apt/Condo,Freehold Strata,R2225494,,Macdonald Realty (Van Mn),"ClthWsh/Dryr/Frdg/Stve/DW, Drapes/Window Coverings, Garage Door Opener","Bike Room, Elevator, Exercise Centre, In Suite Laundry, Sauna/Steam Room, Swirlpool/Hot Tub"
1806-1088 Quebec Street,1790000,https://www.rew.ca/properties/R2207280/1806-1088-quebec-street-vancouver-bc,Mount Pleasant East ,3,2,1502,Apt/Condo,Built in 1997 (21 yrs old),"$3,084",$622,Vancouver East,Mount Pleasant East,Apt/Condo,Freehold Strata,R2207280,,Royal Pacific Lions Gate Rlty,ClthWsh/Dryr/Frdg/Stve/DW,"Bike Room, Elevator, Exercise Centre, In Suite Laundry, Pool; Indoor, Storage"
6115 St. Clair Place,5298000,https://www.rew.ca/properties/R2196596/6115-st-clair-place-vancouver-bc,Southlands ,4,5,4980,House,Built in 1969 (49 yrs old),"$11,490",,Vancouver West,Southlands,House,Freehold NonStrata,R2196596,,Sotheby's Int'l Realty Canada,"ClthWsh/Dryr/Frdg/Stve/DW, Drapes/Window Coverings, Garage Door Opener, Swimming Pool Equip.",
1184 E 11th Avenue,1479000,https://www.rew.ca/properties/R2225673/1184-e-11th-avenue-vancouver-bc,Mount Pleasant East ,3,4,1517,Duplex,Built in 2017 (1 yrs old),"$5,659",$0,Vancouver East,Mount Pleasant East,Duplex,Freehold Strata,R2225673,,RE/MAX Select Realty,,In Suite Laundry
3333 SW Marine Drive,5488000,https://www.rew.ca/properties/R2203972/3333-sw-marine-drive-vancouver-bc,Southlands ,1,3,2857,House,Built in 1966 (52 yrs old),"$14,650",,Vancouver West,Southlands,House,Freehold NonStrata,R2203972,,Macdonald Realty Manyee Lui,"Clothes Washer/Dryer, Dishwasher, Heat Recov. Vent., Oven-Built In, Pantry, Range Top, Refrigerator, Security System, Sprinkler - Fire, Sprinkler - Inground",Garden
2250 SW Marine Drive,4990000,https://www.rew.ca/properties/R2204923/2250-sw-marine-drive-vancouver-bc,Southlands ,0,3,4100,House,Built in 1925 (93 yrs old),"$9,152",,Vancouver West,Southlands,House,Freehold NonStrata,R2204923,,Sutton Grp West Coast (W.Blvd),,
3410 W 42nd Avenue,5490000,https://www.rew.ca/properties/R2210092/3410-w-42nd-avenue-vancouver-bc,Southlands ,4,4,3366,House,Built in 1930 (88 yrs old),"$10,953",,Vancouver West,Southlands,House,Freehold NonStrata,R2210092,,Royal Pacific Realty Corp.,"ClthWsh/Dryr/Frdg/Stve/DW, Heat Recov. Vent.",
6137 Collingwood Place,4279000,https://www.rew.ca/properties/R2219445/6137-collingwood-place-vancouver-bc,Southlands ,4,3,2869,House,Built in 1955 (63 yrs old),"$9,767",,Vancouver West,Southlands,House,Freehold NonStrata,R2219445,,Macdonald Realty,"Air Conditioning, Clothes Washer/Dryer, Dishwasher, Microwave, Oven-Built In, Range Top, Refrigerator, Security System",
3287 W 55th Avenue,4998000,https://www.rew.ca/properties/R2214024/3287-w-55th-avenue-vancouver-bc,Southlands ,5,5,3090,House,Built in 1944 (74 yrs old),"$8,594",,Vancouver West,Southlands,House,Freehold NonStrata,R2214024,,Westside Tom Gradecak Realty,"Air Conditioning, ClthWsh/Dryr/Frdg/Stve/DW, Heat Recov. Vent., Security System, Vaulted Ceiling","Air Cond./Central, Garden, In Suite Laundry, Pool; Outdoor, Swirlpool/Hot Tub"
7076 Carrington Street,8898000,https://www.rew.ca/properties/R2219437/7076-carrington-street-vancouver-bc,Southlands ,5,5,9300,House,Built in 1986 (32 yrs old),"$18,485","$9,999",Vancouver West,Southlands,House,Freehold NonStrata,R2219437,,Dexter Associates Realty,,Air Cond./Central
2628 SW Marine Drive,4488888,https://www.rew.ca/properties/R2221472/2628-sw-marine-drive-vancouver-bc,Southlands ,4,4,3435,House,Built in 1950 (68 yrs old),"$8,205",,Vancouver West,Southlands,House,Freehold NonStrata,R2221472,,Nu Stream Realty Inc.,"ClthWsh/Dryr/Frdg/Stve/DW, Drapes/Window Coverings, Garage Door Opener, Microwave, Oven-Built In",
5788 Highbury Street,5880000,https://www.rew.ca/properties/R2199538/5788-highbury-street-vancouver-bc,Southlands ,6,6,4929,House,Built in 2003 (15 yrs old),"$14,231",,Vancouver West,Southlands,House,Freehold NonStrata,R2199538,,RE/MAX Select Properties,"Air Conditioning, ClthWsh/Dryr/Frdg/Stve/DW, Drapes/Window Coverings, Garage Door Opener, Security System",
3469 W 43rd Avenue,5590000,https://www.rew.ca/properties/R2221788/3469-w-43rd-avenue-vancouver-bc,Southlands ,4,3,3589,House,Built in 1934 (84 yrs old),"$10,303",,Vancouver West,Southlands,House,Freehold NonStrata,R2221788,,Sutton Grp West Coast (W.Blvd),,
3008 SW Marine Drive,3688000,https://www.rew.ca/properties/R2222232/3008-sw-marine-drive-vancouver-bc,Southlands ,5,4,3616,House,Built in 1930 (88 yrs old),"$5,869",,Vancouver West,Southlands,House,Freehold NonStrata,R2222232,,New Coast Realty,"ClthWsh/Dryr/Frdg/Stve/DW, Disposal - Waste, Fireplace Insert, Garage Door Opener, Microwave, Oven-Built In, Security System","Bike Room, Garden, In Suite Laundry, Playground"
3896 W 50th Avenue,3988000,https://www.rew.ca/properties/R2224225/3896-w-50th-avenue-vancouver-bc,Southlands ,3,2,1510,House,Built in 1947 (71 yrs old),"$8,579",,Vancouver West,Southlands,House,Freehold NonStrata,R2224225,,Sutton Grp West Coast (W.Blvd),ClthWsh/Dryr/Frdg/Stve/DW,Storage
3822 W 50th Avenue,6288000,https://www.rew.ca/properties/R2224643/3822-w-50th-avenue-vancouver-bc,Southlands ,5,7,3811,House,Built in 2018 (0 yrs old),$0,,Vancouver West,Southlands,House,Freehold NonStrata,R2224643,,Icon Marketing Inc.,"Air Conditioning, ClthWsh/Dryr/Frdg/Stve/DW, Microwave, Oven-Built In, Range Top, Security System",
3263 W 48th Avenue,7887000,https://www.rew.ca/properties/R2225284/3263-w-48th-avenue-vancouver-bc,Southlands ,4,5,4840,House,Built in 2003 (15 yrs old),"$17,542",,Vancouver West,Southlands,House,Freehold NonStrata,R2225284,,Sotheby's Int'l Realty Canada,"ClthWsh/Dryr/Frdg/Stve/DW, Drapes/Window Coverings, Garage Door Opener, Hot Tub Spa/Swirlpool, Security System, Swimming Pool Equip.",
6550 Dunbar Street,2990000,https://www.rew.ca/properties/R2225126/6550-dunbar-street-vancouver-bc,Southlands ,4,3,2477,House,Built in 1969 (49 yrs old),"$8,669",,Vancouver West,Southlands,House,Freehold NonStrata,R2225126,,Nu Stream Realty Inc.,"ClthWsh/Dryr/Frdg/Stve/DW, Drapes/Window Coverings",
213-5723 Collingwood Street,799000,https://www.rew.ca/properties/R2211188/213-5723-collingwood-street-vancouver-bc,Southlands ,2,2,969,Apt/Condo,Built in 2002 (16 yrs old),"$1,493",$398,Vancouver West,Southlands,Apt/Condo,Freehold Strata,R2211188,,RE/MAX Select Properties,"ClthWsh/Dryr/Frdg/Stve/DW, Drapes/Window Coverings, Garage Door Opener","Bike Room, Elevator, In Suite Laundry, Storage"
3425 Celtic Avenue,10800000,https://www.rew.ca/properties/R2211790/3425-celtic-avenue-vancouver-bc,Southlands ,2,2,1200,House,Built in 9999 (-7981 yrs old),,$0,Vancouver West,Southlands,House,Freehold Strata,R2211790,,Angell Hasman & Assoc.Rlty.Ltd,,
6855 Fraser Street,2500000,https://www.rew.ca/properties/R2225238/6855-fraser-street-vancouver-bc,South Vancouver ,5,2,1900,House,Built in 1947 (71 yrs old),"$3,196",,Vancouver East,South Vancouver,House,Freehold NonStrata,R2225238,,Trg The Residential Group Rlty,,
5738 Wallace Street,2698000,https://www.rew.ca/properties/R2217810/5738-wallace-street-vancouver-bc,Southlands ,4,3,2576,House,Built in 1955 (63 yrs old),"$8,259",,Vancouver West,Southlands,House,Freehold NonStrata,R2217810,,Dexter Associates Realty,"Dishwasher, Refrigerator, Stove",Garden
3770 W 50th Avenue,3388000,https://www.rew.ca/properties/R2219328/3770-w-50th-avenue-vancouver-bc,Southlands ,3,3,2535,House,Built in 1969 (49 yrs old),"$7,577",,Vancouver West,Southlands,House,Freehold NonStrata,R2219328,,RE/MAX Select Properties,"ClthWsh/Dryr/Frdg/Stve/DW, Disposal - Waste, Drapes/Window Coverings, Garage Door Opener, Security System, Sprinkler - Inground, Storage Shed, Swimming Pool Equip.","Garden, Pool; Outdoor, Sauna/Steam Room, Storage, Swirlpool/Hot Tub"
5880 Crown Street,2750000,https://www.rew.ca/properties/R2217777/5880-crown-street-vancouver-bc,Southlands ,4,5,2294,House,Built in 2004 (14 yrs old),"$7,733",,Vancouver West,Southlands,House,Freehold NonStrata,R2217777,,RE/MAX Ken Leong,"ClthWsh/Dryr/Frdg/Stve/DW, Disposal - Waste, Garage Door Opener, Security System, Vacuum Blt. In",In Suite Laundry
812 E 51st Avenue,1799000,https://www.rew.ca/properties/R2225541/812-e-51st-avenue-vancouver-bc,South Vancouver ,3,2,2683,House,Built in 1943 (75 yrs old),"$4,929",,Vancouver East,South Vancouver,House,Freehold NonStrata,R2225541,,Oakwyn Realty Ltd.,,
7296 Inverness Street,1450000,https://www.rew.ca/properties/R2226257/7296-inverness-street-vancouver-bc,South Vancouver ,4,2,1696,House,Built in 1952 (66 yrs old),"$3,872",,Vancouver East,South Vancouver,House,Freehold NonStrata,R2226257,,Sutton Group Seafair Realty,"ClthWsh/Dryr/Frdg/Stve/DW, Drapes/Window Coverings",
772 E 59th Avenue,1868000,https://www.rew.ca/properties/R2226410/772-e-59th-avenue-vancouver-bc,South Vancouver ,6,5,2204,House,Built in 2008 (10 yrs old),"$5,954",,Vancouver East,South Vancouver,House,Freehold NonStrata,R2226410,,RE/MAX Real Estate Services,"Clothes Washer/Dryer, Drapes/Window Coverings, Garage Door Opener, Jetted Bathtub, Refrigerator, Security System, Stove",
568 E 59th Avenue,2398888,https://www.rew.ca/properties/R2227371/568-e-59th-avenue-vancouver-bc,South Vancouver ,8,6,3558,House,Built in 2013 (5 yrs old),,,Vancouver East,South Vancouver,House,Freehold NonStrata,R2227371,,Srs Westside Realty,,Air Cond./Central
536 E 56th Avenue,2098000,https://www.rew.ca/properties/R2227146/536-e-56th-avenue-vancouver-bc,South Vancouver ,6,5,2680,House,Built in 2012 (6 yrs old),"$5,974",,Vancouver East,South Vancouver,House,Freehold NonStrata,R2227146,,RE/MAX City Realty,ClthWsh/Dryr/Frdg/Stve/DW,
401 E 55th Avenue,2088000,https://www.rew.ca/properties/R2227563/401-e-55th-avenue-vancouver-bc,South Vancouver ,6,5,2537,House,Built in 2012 (6 yrs old),"$5,271",,Vancouver East,South Vancouver,House,Freehold NonStrata,R2227563,,RE/MAX Real Estate Services,"ClthWsh/Dryr/Frdg/Stve/DW, Drapes/Window Coverings, Garage Door Opener, Heat Recov. Vent., Jetted Bathtub, Security System, Smoke Alarm",
536 E 55th Avenue,2098000,https://www.rew.ca/properties/R2228434/536-e-55th-avenue-vancouver-bc,South Vancouver ,9,7,3228,House,Built in 2017 (1 yrs old),"$4,896",,Vancouver East,South Vancouver,House,Freehold NonStrata,R2228434,,RE/MAX City Realty,,
528 E 55th Avenue,1399000,https://www.rew.ca/properties/R2228412/528-e-55th-avenue-vancouver-bc,South Vancouver ,5,3,2000,House,Built in 1947 (71 yrs old),"$4,655",,Vancouver East,South Vancouver,House,Freehold NonStrata,R2228412,,RE/MAX City Realty,"Clothes Washer/Dryer, Refrigerator, Stove",
350 E 60th Avenue,1868000,https://www.rew.ca/properties/R2228497/350-e-60th-avenue-vancouver-bc,South Vancouver ,6,4,2013,House,Built in 2012 (6 yrs old),"$5,919",,Vancouver East,South Vancouver,House,Freehold NonStrata,R2228497,,RE/MAX Real Estate Services,,
732 E 57th Avenue,2538000,https://www.rew.ca/properties/R2133777/732-e-57th-avenue-vancouver-bc,South Vancouver ,4,2,1800,House,Built in 1960 (58 yrs old),,,Vancouver East,South Vancouver,House,Freehold NonStrata,R2133777,,Macdonald Realty Westmar,ClthWsh/Dryr/Frdg/Stve/DW,
336 E 58th Avenue,1799000,https://www.rew.ca/properties/R2228860/336-e-58th-avenue-vancouver-bc,South Vancouver ,7,5,2562,House,Built in 1994 (24 yrs old),,,Vancouver East,South Vancouver,House,Freehold NonStrata,R2228860,,Nu Stream Realty Inc.,"ClthWsh/Dryr/Frdg/Stve/DW, Garage Door Opener",
6720 Fraser Street,1850000,https://www.rew.ca/properties/R2197850/6720-fraser-street-vancouver-bc,South Vancouver ,4,3,1128,Duplex,Built in 2004 (14 yrs old),"$3,282",$0,Vancouver East,South Vancouver,Duplex,Freehold Strata,R2197850,,Sutton Grp West Coast (Van Cam),ClthWsh/Dryr/Frdg/Stve/DW,
6722 Fraser Street,1850000,https://www.rew.ca/properties/R2198031/6722-fraser-street-vancouver-bc,South Vancouver ,4,3,1128,Duplex,Built in 2004 (14 yrs old),"$3,277",$0,Vancouver East,South Vancouver,Duplex,Freehold Strata,R2198031,,Sutton Grp West Coast (Van Cam),"ClthWsh/Dryr/Frdg/Stve/DW, Windows - Thermo",
8150 Prince Edward Street,2888000,https://www.rew.ca/properties/R2216690/8150-prince-edward-street-vancouver-bc,South Vancouver ,8,8,4119,House,Built in 2016 (2 yrs old),,,Vancouver East,South Vancouver,House,Freehold NonStrata,R2216690,,Sutton Grp West Coast (Van Cam),"Air Conditioning, ClthWsh/Dryr/Frdg/Stve/DW, Disposal - Waste, Drapes/Window Coverings, Garage Door Opener, Microwave, Oven-Built In, Range Top, Security - RI, Vacuum Blt. In",
215 E 64th Avenue,1300000,https://www.rew.ca/properties/R2219608/215-e-64th-avenue-vancouver-bc,South Vancouver ,5,3,1512,Duplex,Built in 2017 (1 yrs old),,$0,Vancouver East,South Vancouver,Duplex,Freehold NonStrata,R2219608,,Sutton Grp West Coast (Van Cam),"ClthWsh/Dryr/Frdg/Stve/DW, Jetted Bathtub, Security - RI, Windows - Thermo",
366 W 10th Avenue,1798000,https://www.rew.ca/properties/R2185883/366-w-10th-avenue-vancouver-bc,Mount Pleasant West ,2,3,1722,Townhouse,Built in 1909 (109 yrs old),"$3,566",$829,Vancouver West,Mount Pleasant West,Townhouse,Freehold Strata,R2185883,,Coldwell Banker Westburn Rlty.,"ClthWsh/Dryr/Frdg/Stve/DW, Disposal - Waste, Drapes/Window Coverings, Garage Door Opener, Microwave, Other - See Remarks, Security System, Smoke Alarm, Sprinkler - Fire, Windows - Thermo","Garden, In Suite Laundry, Storage"
126 W 10th Avenue,1795000,https://www.rew.ca/properties/R2227851/126-w-10th-avenue-vancouver-bc,Mount Pleasant West ,3,3,1632,House,Built in 1988 (30 yrs old),"$3,250",$300,Vancouver West,Mount Pleasant West,House,Freehold Strata,R2227851,,RE/MAX Crest Realty,"ClthWsh/Dryr/Frdg/Stve/DW, Drapes/Window Coverings, Fireplace Insert, Microwave, Security System, Vacuum Blt. In",In Suite Laundry
929 E 57th Avenue,1798000,https://www.rew.ca/properties/R2223849/929-e-57th-avenue-vancouver-bc,South Vancouver ,7,4,2300,House,Built in 2006 (12 yrs old),"$5,770",,Vancouver East,South Vancouver,House,Freehold NonStrata,R2223849,,Sutton Grp West Coast (Van Cam),"ClthWsh/Dryr/Frdg/Stve/DW, Drapes/Window Coverings, Garage Door Opener",
2771 Manitoba Street,1468888,https://www.rew.ca/properties/R2225873/2771-manitoba-street-vancouver-bc,Mount Pleasant West ,2,2,1210,House,Built in 1996 (22 yrs old),"$2,573",$0,Vancouver West,Mount Pleasant West,House,Freehold Strata,R2225873,,RE/MAX Crest Realty,"ClthWsh/Dryr/Frdg/Stve/DW, Disposal - Waste, Drapes/Window Coverings, Fireplace Insert, Hot Tub Spa/Swirlpool, Microwave, Pantry, Security System, Smoke Alarm, Sprinkler - Fire","Garden, In Suite Laundry, Sauna/Steam Room, Storage, Swirlpool/Hot Tub"
106-5983 Gray Avenue,958888,https://www.rew.ca/properties/R2226294/106-5983-gray-avenue-vancouver-bc,University ,2,2,926,Apt/Condo,Built in 2014 (4 yrs old),"$1,443",$302,Vancouver West,University (UBC),Apt/Condo,Leasehold prepaid-Strata,R2226294,,Macdonald Realty Westmar,"ClthWsh/Dryr/Frdg/Stve/DW, Disposal - Waste, Drapes/Window Coverings, Garage Door Opener, Oven-Built In","Bike Room, Elevator, Garden, In Suite Laundry, Storage"
PH2-5983 Gray Avenue,1248000,https://www.rew.ca/properties/R2226429/ph2-5983-gray-avenue-vancouver-bc,University ,3,2,1180,Apt/Condo,Built in 2013 (5 yrs old),"$2,129",$432,Vancouver West,University (UBC),Apt/Condo,Leasehold prepaid-Strata,R2226429,,Homeland Realty,,"Bike Room, Elevator, In Suite Laundry, Storage, Swirlpool/Hot Tub"
106 -6063 Iona Drive,1380000,https://www.rew.ca/properties/R2226063/6063-iona-drive-vancouver-bc,University ,3,3,1569,Apt/Condo,Built in 2009 (9 yrs old),"$2,452",$533,Vancouver West,University (UBC),Apt/Condo,Leasehold prepaid-Strata,R2226063,,Sotheby's Int'l Realty Canada,ClthWsh/Dryr/Frdg/Stve/DW,"Bike Room, Club House, Elevator, Exercise Centre, In Suite Laundry"
1512 Western Crescent,15880000,https://www.rew.ca/properties/R2226400/1512-western-crescent-vancouver-bc,University ,5,4,3713,House,Built in 1953 (65 yrs old),"$29,679",,Vancouver West,University (UBC),House,Freehold NonStrata,R2226400,,RE/MAX Select Properties,"Clothes Dryer, Clothes Washer, Compactor - Garbage, Drapes/Window Coverings, Refrigerator, Stove",
122-3563 Ross Drive,1368800,https://www.rew.ca/properties/R2226565/122-3563-ross-drive-vancouver-bc,University ,2,2,877,Apt/Condo,Built in 2020 (-2 yrs old),$0,$329,Vancouver West,University (UBC),Apt/Condo,Leasehold prepaid-Strata,R2226565,,Polygon Realty Limited,"Air Conditioning, Clothes Washer/Dryer, Dishwasher, Drapes/Window Coverings, Microwave, Oven-Built In, Range Top, Refrigerator, Smoke Alarm, Sprinkler - Fire","Air Cond./Central, Bike Room, Elevator, Exercise Centre, Garden"
606-3533 Ross Drive,1208800,https://www.rew.ca/properties/R2226571/606-3533-ross-drive-vancouver-bc,University ,2,2,1020,Apt/Condo,Built in 2020 (-2 yrs old),$0,$381,Vancouver West,University (UBC),Apt/Condo,Leasehold prepaid-Strata,R2226571,,Polygon Realty Limited,"Air Conditioning, Clothes Washer/Dryer, Dishwasher, Drapes/Window Coverings, Microwave, Oven-Built In, Range Top, Refrigerator, Smoke Alarm, Sprinkler - Fire","Air Cond./Central, Bike Room, Elevator, Exercise Centre, Garden"
603-5838 Berton Avenue,2280000,https://www.rew.ca/properties/R2226036/603-5838-berton-avenue-vancouver-bc,University ,3,3,1910,Apt/Condo,Built in 2010 (8 yrs old),"$3,223","$1,085",Vancouver West,University (UBC),Apt/Condo,Freehold Strata,R2226036,,RE/MAX Select Properties,"Air Conditioning, ClthWsh/Dryr/Frdg/Stve/DW, Disposal - Waste, Drapes/Window Coverings, Microwave, Pantry, Security System, Smoke Alarm, Sprinkler - Fire","Elevator, Garden, In Suite Laundry, Recreation Center, Storage"
1407-3533 Ross Drive,3588800,https://www.rew.ca/properties/R2228883/1407-3533-ross-drive-vancouver-bc,University ,3,2,1439,Apt/Condo,Built in 2020 (-2 yrs old),$0,$537,Vancouver West,University (UBC),Apt/Condo,Leasehold prepaid-Strata,R2228883,,Polygon Realty Limited,"Air Conditioning, Clothes Washer/Dryer, Dishwasher, Drapes/Window Coverings, Microwave, Oven-Built In, Range Top, Refrigerator, Smoke Alarm, Sprinkler - Fire","Air Cond./Central, Bike Room, Elevator, Exercise Centre, Garden"
303-5983 Gray Avenue,1058000,https://www.rew.ca/properties/R2227906/303-5983-gray-avenue-vancouver-bc,University ,3,3,980,Apt/Condo,Built in 2013 (5 yrs old),"$1,579",$283,Vancouver West,University (UBC),Apt/Condo,Leasehold prepaid-Strata,R2227906,,RE/MAX Real Estate Services,"ClthWsh/Dryr/Frdg/Stve/DW, Disposal - Waste, Drapes/Window Coverings, Garage Door Opener","Elevator, In Suite Laundry"
903-2688 West Mall,978000,https://www.rew.ca/properties/R2227953/903-2688-west-mall-vancouver-bc,University ,2,2,995,Apt/Condo,Built in 2004 (14 yrs old),"$1,678",$413,Vancouver West,University (UBC),Apt/Condo,Leasehold prepaid-Strata,R2227953,,Team 3000 Realty Ltd.,ClthWsh/Dryr/Frdg/Stve/DW,"Elevator, Garden, In Suite Laundry"
225-5777 Birney Avenue,699000,https://www.rew.ca/properties/R2226601/225-5777-birney-avenue-vancouver-bc,University ,1,1,747,Apt/Condo,Built in 2008 (10 yrs old),"$1,091",$198,Vancouver West,University (UBC),Apt/Condo,Leasehold prepaid-Strata,R2226601,,Metro Edge Realty,"Clothes Dryer, Clothes Washer, Dishwasher, Freezer, Stove","Bike Room, Elevator, In Suite Laundry, Storage"
328-3563 Ross Drive,1308800,https://www.rew.ca/properties/R2227463/328-3563-ross-drive-vancouver-bc,University ,2,2,877,Apt/Condo,Built in 2020 (-2 yrs old),$0,$329,Vancouver West,University (UBC),Apt/Condo,Leasehold prepaid-Strata,R2227463,,Polygon Realty Limited,"Air Conditioning, Clothes Washer/Dryer, Dishwasher, Drapes/Window Coverings, Microwave, Oven-Built In, Range Top, Refrigerator, Smoke Alarm, Sprinkler - Fire","Air Cond./Central, Bike Room, Elevator, Exercise Centre, Garden"
502-5868 Agronomy Road,998000,https://www.rew.ca/properties/R2229222/502-5868-agronomy-road-vancouver-bc,University ,2,2,1081,Apt/Condo,Built in 2012 (6 yrs old),"$1,814",$392,Vancouver West,University (UBC),Apt/Condo,Leasehold prepaid-Strata,R2229222,,Multiple Realty Ltd.,"ClthWsh/Dryr/Frdg/Stve/DW, Drapes/Window Coverings, Garage Door Opener","Bike Room, Elevator, In Suite Laundry"
903-5615 Hampton Place,938800,https://www.rew.ca/properties/R2229457/903-5615-hampton-place-vancouver-bc,University ,2,2,1168,Apt/Condo,Built in 1997 (21 yrs old),"$1,648",$396,Vancouver West,University (UBC),Apt/Condo,Leasehold prepaid-Strata,R2229457,,Magsen Realty Inc.,ClthWsh/Dryr/Frdg/Stve/DW,Elevator
1402-2688 West Mall,1560000,https://www.rew.ca/properties/R2228856/1402-2688-west-mall-vancouver-bc,University ,3,2,1367,Apt/Condo,Built in 2004 (14 yrs old),"$2,340",$502,Vancouver West,University (UBC),Apt/Condo,Leasehold prepaid-Strata,R2228856,,Sutton Grp West Coast (W.Blvd),ClthWsh/Dryr/Frdg/Stve/DW,"Elevator, Exercise Centre, Garden, In Suite Laundry"
4925 Queensland Road,4990000,https://www.rew.ca/properties/R2204989/4925-queensland-road-vancouver-bc,University ,2,1,2006,House,Built in 1953 (65 yrs old),"$9,493",,Vancouver West,University (UBC),House,Freehold NonStrata,R2204989,,Sutton Grp West Coast (W.Blvd),"Clothes Dryer, Clothes Washer, Dishwasher",
1908-3355 Binning Road,1150000,https://www.rew.ca/properties/R2229309/1908-3355-binning-road-vancouver-bc,University ,2,2,836,Apt/Condo,Built in 2016 (2 yrs old),"$1,376",$361,Vancouver West,University (UBC),Apt/Condo,Leasehold prepaid-Strata,R2229309,,Macdonald Realty,"Air Conditioning, ClthWsh/Dryr/Frdg/Stve/DW, Compactor - Garbage, Microwave, Smoke Alarm, Sprinkler - Fire","Air Cond./Central, Club House, Elevator, Exercise Centre, In Suite Laundry, Playground"
6829 Beechwood Street,12880000,https://www.rew.ca/properties/R2211203/6829-beechwood-street-vancouver-bc,Southwest Marine ,7,8,8184,House,Built in 2017 (1 yrs old),"$12,960",,Vancouver West,Southwest Marine,House,Freehold NonStrata,R2211203,,RE/MAX Select Properties,"Air Conditioning, ClthWsh/Dryr/Frdg/Stve/DW, Drapes/Window Coverings, Garage Door Opener, Heat Recov. Vent., Microwave, Oven-Built In, Security System, Vacuum Blt. In",Pool; Indoor
2198 W 57th Avenue,3998000,https://www.rew.ca/properties/R2209745/2198-w-57th-avenue-vancouver-bc,Southwest Marine ,4,3,2942,House,Built in 1953 (65 yrs old),"$9,921",,Vancouver West,Southwest Marine,House,Freehold NonStrata,R2209745,,Macdonald Realty,"ClthWsh/Dryr/Frdg/Stve/DW, Disposal - Waste, Garage Door Opener, Microwave, Security System, Vacuum Blt. In, Vaulted Ceiling, Windows - Thermo",
1856 W 62nd Avenue,5880000,https://www.rew.ca/properties/R2212409/1856-w-62nd-avenue-vancouver-bc,Southwest Marine ,6,7,4368,House,Built in 2017 (1 yrs old),,,Vancouver West,Southwest Marine,House,Freehold NonStrata,R2212409,,Sutton Grp West Coast (Brdwy),"Air Conditioning, ClthWsh/Dryr/Frdg/Stve/DW, Garage Door Opener, Heat Recov. Vent., Intercom, Security System, Smoke Alarm, Sprinkler - Fire, Vacuum Blt. In",
8490 Adera Street,3060000,https://www.rew.ca/properties/R2210269/8490-adera-street-vancouver-bc,Southwest Marine ,5,5,2760,House,Built in 2001 (17 yrs old),"$8,497",,Vancouver West,Southwest Marine,House,Freehold NonStrata,R2210269,,Multiple Realty Ltd.,"Air Conditioning, ClthWsh/Dryr/Frdg/Stve/DW, Dishwasher, Drapes/Window Coverings, Security System, Vacuum Blt. In",
5791 Newton Wynd,26980000,https://www.rew.ca/properties/R2205644/5791-newton-wynd-vancouver-bc,University ,6,8,10209,House,Built in 2016 (2 yrs old),"$38,468",,Vancouver West,University (UBC),House,Freehold NonStrata,R2205644,,Faith Wilson Group,"Air Conditioning, ClthWsh/Dryr/Frdg/Stve/DW, Drapes/Window Coverings, Fireplace Insert, Hot Tub Spa/Swirlpool, Jetted Bathtub, Microwave, Security System, Sprinkler - Inground, Swimming Pool Equip.","Elevator, Garden, In Suite Laundry, Pool; Indoor, Sauna/Steam Room"
