address,price,link,subarea,bed,bath,sqft,type,Property Age,Gross Taxes for 2017,Strata Maintenance Fees,Area,Sub-Area/Community,Property Type,Title,Listing ID,Primary Agent,Primary Broker,Features,Amenities
705-8488 Cornish Street,598000,https://www.rew.ca/properties/R2219070/705-8488-cornish-street-vancouver-bc,Southwest Marine ,1,1,583,Apt/Condo,Built in 2014 (4 yrs old),"$1,461",$255,Vancouver West,Southwest Marine,Apt/Condo,Freehold Strata,R2219070,,Royal Le Page Northstar Realty (S. Surrey),"Air Conditioning, ClthWsh/Dryr/Frdg/Stve/DW, Dishwasher, Refrigerator","Air Cond./Central, Club House, Elevator, Sauna/Steam Room"
619-8488 Cornish Street,988800,https://www.rew.ca/properties/R2223475/619-8488-cornish-street-vancouver-bc,Southwest Marine ,2,2,898,Apt/Condo,Built in 2014 (4 yrs old),"$2,401",$407,Vancouver West,Southwest Marine,Apt/Condo,Freehold NonStrata,R2223475,,Royal Pacific Riverside Realty,,"Bike Room, Club House, Elevator, Exercise Centre, In Suite Laundry"
2078 W 61st Avenue,3998000,https://www.rew.ca/properties/R2222397/2078-w-61st-avenue-vancouver-bc,Southwest Marine ,5,5,3861,House,Built in 1990 (28 yrs old),"$10,641",,Vancouver West,Southwest Marine,House,Freehold NonStrata,R2222397,,Sutton Grp Vancouver First Rty,"ClthWsh/Dryr/Frdg/Stve/DW, Drapes/Window Coverings, Garage Door Opener, Security System, Vacuum Blt. In, Wet Bar",
1895 W 60th Avenue,3888888,https://www.rew.ca/properties/R2217946/1895-w-60th-avenue-vancouver-bc,Southwest Marine ,5,7,3240,House,Built in 2017 (1 yrs old),$0,,Vancouver West,Southwest Marine,House,Freehold NonStrata,R2217946,,Royal Le Page West R.E.S.,"Air Conditioning, ClthWsh/Dryr/Frdg/Stve/DW, Garage Door Opener, Heat Recov. Vent., Microwave, Security System, Vacuum Blt. In",
2490 W 49th Avenue,3600000,https://www.rew.ca/properties/R2225045/2490-w-49th-avenue-vancouver-bc,Southwest Marine ,4,4,2961,House,Built in 1989 (29 yrs old),"$8,627",,Vancouver West,Southwest Marine,House,Freehold NonStrata,R2225045,,Macdonald Realty,ClthWsh/Dryr/Frdg/Stve/DW,
8538 Adera Street,2790000,https://www.rew.ca/properties/R2219800/8538-adera-street-vancouver-bc,Southwest Marine ,6,5,2851,House,Built in 2001 (17 yrs old),"$8,464",,Vancouver West,Southwest Marine,House,Freehold NonStrata,R2219800,,Sutton Grp West Coast (Van Cam),ClthWsh/Dryr/Frdg/Stve/DW,"Garden, In Suite Laundry, Storage"
1810 W 61st Avenue,3680000,https://www.rew.ca/properties/R2225769/1810-w-61st-avenue-vancouver-bc,Southwest Marine ,5,3,3146,House,Built in 1967 (51 yrs old),"$7,549",,Vancouver West,Southwest Marine,House,Freehold NonStrata,R2225769,,Nu Stream Realty Inc.,"ClthWsh/Dryr/Frdg/Stve/DW, Garage Door Opener, Intercom, Microwave, Security System, Smoke Alarm",
7415 West Boulevard,2898000,https://www.rew.ca/properties/R2226887/7415-west-boulevard-vancouver-bc,Southwest Marine ,4,3,2671,House,Built in 1941 (77 yrs old),"$6,147",,Vancouver West,Southwest Marine,House,Freehold NonStrata,R2226887,,RE/MAX Select Properties,"ClthWsh/Dryr/Frdg/Stve/DW, Drapes/Window Coverings, Range Top",
2195 SW Marine Drive,4280000,https://www.rew.ca/properties/R2229396/2195-sw-marine-drive-vancouver-bc,Southwest Marine ,6,5,5658,House,Built in 1957 (61 yrs old),"$10,563",,Vancouver West,Southwest Marine,House,Freehold NonStrata,R2229396,,New Coast Realty,,
1722 W 68th Avenue,2998000,https://www.rew.ca/properties/R2227099/1722-w-68th-avenue-vancouver-bc,Southwest Marine ,7,2,1970,House,Built in 1951 (67 yrs old),"$6,894",,Vancouver West,Southwest Marine,House,Freehold NonStrata,R2227099,,RE/MAX City Realty,,
2126 W 57th Avenue,9880000,https://www.rew.ca/properties/R2229052/2126-w-57th-avenue-vancouver-bc,Southwest Marine ,4,8,6522,House,Built in 2017 (1 yrs old),"$8,210",,Vancouver West,Southwest Marine,House,Freehold NonStrata,R2229052,,Macdonald Realty,,
4172 Salish Drive,349000,https://www.rew.ca/properties/R2224545/4172-salish-drive-vancouver-bc,University ,5,5,4380,House,Built in 1972 (46 yrs old),"$10,903",,Vancouver West,University (UBC),House,Leasehold not prepaid-NonStrata,R2224545,,Dexter Associates Realty,"ClthWsh/Dryr/Frdg/Stve/DW, Drapes/Window Coverings, Garage Door Opener, Security System, Sprinkler - Inground",
314-1503 W 65th Avenue,409900,https://www.rew.ca/properties/R2203348/314-1503-w-65th-avenue-vancouver-bc,Southwest Marine ,0,1,467,Apt/Condo,Built in 2002 (16 yrs old),$764,$237,Vancouver West,Southwest Marine,Apt/Condo,Freehold Strata,R2203348,,Royal Le Page Sussex,ClthWsh/Dryr/Frdg/Stve/DW,"Bike Room, Elevator, In Suite Laundry"
1603-8588 Cornish Street,1399000,https://www.rew.ca/properties/R2227689/1603-8588-cornish-street-vancouver-bc,Southwest Marine ,3,2,1315,Apt/Condo,Built in 2014 (4 yrs old),"$3,605",$623,Vancouver West,Southwest Marine,Apt/Condo,Freehold Strata,R2227689,,RE/MAX Crest Realty,,"Bike Room, Club House, Elevator, Exercise Centre, Garden, In Suite Laundry"
5787 Newton Wynd,18888000,https://www.rew.ca/properties/R2224004/5787-newton-wynd-vancouver-bc,University ,4,4,4535,House,Built in 1964 (54 yrs old),"$29,645",,Vancouver West,University (UBC),House,Freehold NonStrata,R2224004,,Coldwell Banker Westburn Rlty.,"ClthWsh/Dryr/Frdg/Stve/DW, Disposal - Waste, Garage Door Opener, Microwave, Oven-Built In, Security System, Sprinkler - Inground",Elevator
1542 W 64th Avenue,2088000,https://www.rew.ca/properties/R2208584/1542-w-64th-avenue-vancouver-bc,Southwest Marine ,4,2,2105,House,Built in 1945 (73 yrs old),"$6,865",,Vancouver West,Southwest Marine,House,Freehold NonStrata,R2208584,,Sutton Grp West Coast (Van Cam),"ClthWsh/Dryr/Frdg/Stve/DW, Dishwasher, Drapes/Window Coverings, Freezer, Microwave, Stove","Playground, Restaurant, Shared Laundry, Storage"
5605 Commercial Street,1799000,https://www.rew.ca/properties/R2219716/5605-commercial-street-vancouver-bc,Victoria East ,5,4,2433,House,Built in 1988 (30 yrs old),"$5,397",,Vancouver East,Victoria East,House,Freehold NonStrata,R2219716,,RE/MAX Metro Realty,"ClthWsh/Dryr/Frdg/Stve/DW, Jetted Bathtub, Security System",
8525 Wiltshire Street,6280000,https://www.rew.ca/properties/R2215594/8525-wiltshire-street-vancouver-bc,Southwest Marine ,7,6,4333,House,Built in 2015 (3 yrs old),"$9,548",,Vancouver West,Southwest Marine,House,Freehold NonStrata,R2215594,,Engel & Volkers Vancouver,"Air Conditioning, ClthWsh/Dryr/Frdg/Stve/DW, Drapes/Window Coverings, Freezer, Garage Door Opener, Hot Tub Spa/Swirlpool, Oven-Built In, Security System","In Suite Laundry, Swirlpool/Hot Tub"
2136 E 34th Avenue,2888000,https://www.rew.ca/properties/R2219667/2136-e-34th-avenue-vancouver-bc,Victoria East ,7,6,3617,House,Built in 2016 (2 yrs old),"$5,690",,Vancouver East,Victoria East,House,Freehold NonStrata,R2219667,,Multiple Realty Ltd.,"Air Conditioning, ClthWsh/Dryr/Frdg/Stve/DW, Drapes/Window Coverings, Garage Door Opener, Security System, Smoke Alarm, Windows - Thermo",In Suite Laundry
4498 Beatrice Street,1428000,https://www.rew.ca/properties/R2220497/4498-beatrice-street-vancouver-bc,Victoria East ,6,3,2300,House,Built in 1968 (50 yrs old),"$4,916",,Vancouver East,Victoria East,House,Freehold NonStrata,R2220497,,Nu Stream Realty Inc.,"ClthWsh/Dryr/Frdg/Stve/DW, Drapes/Window Coverings",
7909 Laburnum Street,3088000,https://www.rew.ca/properties/R2209988/7909-laburnum-street-vancouver-bc,Southwest Marine ,3,2,2314,House,Built in 1948 (70 yrs old),"$10,346",,Vancouver West,Southwest Marine,House,Freehold NonStrata,R2209988,,RE/MAX Select Properties,"ClthWsh/Dryr/Frdg/Stve/DW, Drapes/Window Coverings, Microwave, Security System, Sprinkler - Inground",
PH11-5555 Victoria Drive,508800,https://www.rew.ca/properties/R2221499/ph11-5555-victoria-drive-vancouver-bc,Victoria East ,1,1,713,Apt/Condo,Built in 2001 (17 yrs old),$986,$230,Vancouver East,Victoria East,Apt/Condo,Freehold Strata,R2221499,,New Coast Realty,ClthWsh/Dryr/Frdg/Stve/DW,"Elevator, In Suite Laundry"
1785 E 41st Avenue,1368800,https://www.rew.ca/properties/R2221214/1785-e-41st-avenue-vancouver-bc,Victoria East ,5,2,1620,House,Built in 1951 (67 yrs old),"$4,276",,Vancouver East,Victoria East,House,Freehold NonStrata,R2221214,,Nu Stream Realty Inc.,ClthWsh/Dryr/Frdg/Stve/DW,In Suite Laundry
NE811-2220 Kingsway,726000,https://www.rew.ca/properties/R2190372/ne811-2220-kingsway-vancouver-bc,Victoria East ,2,2,812,Apt/Condo,Built in 2018 (0 yrs old),,$309,Vancouver East,Victoria East,Apt/Condo,Freehold Strata,R2190372,,Oakwyn Realty Downtown Ltd.,"Air Conditioning, ClthWsh/Dryr/Frdg/Stve/DW, Drapes/Window Coverings","Air Cond./Central, Club House, Exercise Centre, Pool; Outdoor, Recreation Center"
W1606-2220 Kingsway,550000,https://www.rew.ca/properties/R2225977/w1606-2220-kingsway-vancouver-bc,Victoria East ,1,1,505,Apt/Condo,Built in 2018 (0 yrs old),$0,$193,Vancouver East,Victoria East,Apt/Condo,Freehold Strata,R2225977,,Oakwyn Realty Downtown Ltd.,"Air Conditioning, ClthWsh/Dryr/Frdg/Stve/DW, Drapes/Window Coverings","Air Cond./Central, Club House, Exercise Centre, Pool; Outdoor, Recreation Center"
NE702-2220 Kingsway,859900,https://www.rew.ca/properties/R2225987/ne702-2220-kingsway-vancouver-bc,Victoria East ,3,2,1139,Apt/Condo,Built in 2018 (0 yrs old),$0,$432,Vancouver East,Victoria East,Apt/Condo,Freehold Strata,R2225987,,Oakwyn Realty Downtown Ltd.,,"Air Cond./Central, Club House, Exercise Centre, Pool; Outdoor, Recreation Center"
5498 Bruce Street,1549000,https://www.rew.ca/properties/R2224250/5498-bruce-street-vancouver-bc,Victoria East ,5,1,1850,House,Built in 1929 (89 yrs old),"$4,137",,Vancouver East,Victoria East,House,Freehold NonStrata,R2224250,,RE/MAX Real Estate Services,ClthWsh/Dryr/Frdg/Stve/DW,
3551 Welwyn Street,1650000,https://www.rew.ca/properties/R2225124/3551-welwyn-street-vancouver-bc,Victoria East ,7,3,2074,House,Built in 1910 (108 yrs old),"$3,953",,Vancouver East,Victoria East,House,Freehold NonStrata,R2225124,,Sutton Grp West Coast (Van49),,
NE1502-2220 Kingsway,830000,https://www.rew.ca/properties/R2201047/ne1502-2220-kingsway-vancouver-bc,Victoria East ,2,2,896,Apt/Condo,Built in 2018 (0 yrs old),$0,$341,Vancouver East,Victoria East,Apt/Condo,Freehold Strata,R2201047,,Oakwyn Realty Downtown Ltd.,"Air Conditioning, ClthWsh/Dryr/Frdg/Stve/DW, Drapes/Window Coverings","Air Cond./Central, Club House, Exercise Centre, Pool; Outdoor, Recreation Center"
W605-2220 Kingsway Street,469800,https://www.rew.ca/properties/R2224468/w605-2220-kingsway-street-vancouver-bc,Victoria East ,1,1,510,Apt/Condo,Built in 2018 (0 yrs old),$0,$194,Vancouver East,Victoria East,Apt/Condo,Freehold Strata,R2224468,,Oakwyn Realty Downtown Ltd.,"Air Conditioning, ClthWsh/Dryr/Frdg/Stve/DW, Drapes/Window Coverings","Air Cond./Central, Club House, Exercise Centre, Pool; Outdoor, Recreation Center"
1108-2220 Kingsway Street,1080000,https://www.rew.ca/properties/R2226648/1108-2220-kingsway-street-vancouver-bc,Victoria East ,3,2,992,Apt/Condo,Built in 2018 (0 yrs old),$0,$0,Vancouver East,Victoria East,Apt/Condo,Freehold Strata,R2226648,,Oakwyn Realty Ltd.,,"Air Cond./Central, Exercise Centre, In Suite Laundry, Playground, Pool; Outdoor, Swirlpool/Hot Tub"
4830 Victoria Drive,1298000,https://www.rew.ca/properties/R2228130/4830-victoria-drive-vancouver-bc,Victoria East ,6,2,1191,Duplex,Built in 1954 (64 yrs old),"$4,699",,Vancouver East,Victoria East,Duplex,Freehold NonStrata,R2228130,,Sutton Centre Realty,,
3788 Maxwell Street,2588888,https://www.rew.ca/properties/R2227234/3788-maxwell-street-vancouver-bc,Victoria East ,6,4,3135,House,Built in 1994 (24 yrs old),"$4,956",,Vancouver East,Victoria East,House,Freehold NonStrata,R2227234,,RE/MAX Blueprint Realty,,
3750 Welwyn Street,1170000,https://www.rew.ca/properties/R2225347/3750-welwyn-street-vancouver-bc,Victoria East ,2,2,1382,Townhouse,Built in 2006 (12 yrs old),"$2,460",$285,Vancouver East,Victoria East,Townhouse,Freehold Strata,R2225347,,RE/MAX Crest Realty,"ClthWsh/Dryr/Frdg/Stve/DW, Drapes/Window Coverings, Microwave",In Suite Laundry
1605-2220 Kingsway,1088800,https://www.rew.ca/properties/R2194788/1605-2220-kingsway-vancouver-bc,Victoria East ,3,2,980,Apt/Condo,Built in 2018 (0 yrs old),$0,$0,Vancouver East,Victoria East,Apt/Condo,Freehold Strata,R2194788,,Sutton Grp West Coast (Brdwy),"Air Conditioning, ClthWsh/Dryr/Frdg/Stve/DW, Drapes/Window Coverings, Smoke Alarm","Air Cond./Central, Elevator, Exercise Centre, Pool; Outdoor, Storage, Swirlpool/Hot Tub"
3561 Welwyn Street,1698000,https://www.rew.ca/properties/R2225369/3561-welwyn-street-vancouver-bc,Victoria East ,4,4,3477,House,Built in 1910 (108 yrs old),"$3,992",,Vancouver East,Victoria East,House,Freehold NonStrata,R2225369,,Sutton Grp West Coast (Van49),,"Shared Laundry, Storage"
3210-128 W Cordova Street,1499000,https://www.rew.ca/properties/R2227108/3210-128-w-cordova-street-vancouver-bc,Downtown West ,2,2,1166,Apt/Condo,Built in 2009 (9 yrs old),"$2,415",$668,Vancouver West,Downtown West,Apt/Condo,Freehold Strata,R2227108,,Trg The Residential Group Rlty,ClthWsh/Dryr/Frdg/Stve/DW,"Club House, Elevator, Exercise Centre, Swirlpool/Hot Tub"
1111-819 Hamilton Street,658000,https://www.rew.ca/properties/R2228317/1111-819-hamilton-street-vancouver-bc,Downtown West ,1,1,631,Apt/Condo,Built in 1998 (20 yrs old),"$1,423",$279,Vancouver West,Downtown West,Apt/Condo,Freehold Strata,R2228317,,Sutton Grp West Coast (Brdwy),,"Bike Room, Exercise Centre, In Suite Laundry, Recreation Center, Sauna/Steam Room, Swirlpool/Hot Tub"
417-1333 Hornby Street,678000,https://www.rew.ca/properties/R2221927/417-1333-hornby-street-vancouver-bc,Downtown West ,1,1,610,Apt/Condo,Built in 1978 (40 yrs old),$815,$300,Vancouver West,Downtown West,Apt/Condo,Freehold NonStrata,R2221927,,Century 21 In Town Realty,"Dishwasher, Drapes/Window Coverings, Refrigerator, Stove","Club House, Elevator, Garden, Shared Laundry"
518 Smithe Street,1199000,https://www.rew.ca/properties/R2225219/518-smithe-street-vancouver-bc,Downtown West ,2,2,1161,Townhouse,Built in 2008 (10 yrs old),"$2,174",$536,Vancouver West,Downtown West,Townhouse,Freehold Strata,R2225219,,Sutton Grp West Coast (Brdwy),"ClthWsh/Dryr/Frdg/Stve/DW, Disposal - Waste, Drapes/Window Coverings, Garage Door Opener",In Suite Laundry
3001-438 Seymour Street,1200000,https://www.rew.ca/properties/R2226042/3001-438-seymour-street-vancouver-bc,Downtown West ,2,2,851,Apt/Condo,Built in 1996 (22 yrs old),,$597,Vancouver West,Downtown West,Apt/Condo,Freehold Strata,R2226042,,Sutton Grp West Coast (Brdwy),"ClthWsh/Dryr/Frdg/Stve/DW, Fireplace Insert, Garage Door Opener, Microwave, Smoke Alarm, Sprinkler - Fire","Elevator, Exercise Centre, In Suite Laundry, Pool; Indoor, Sauna/Steam Room, Swirlpool/Hot Tub"
1804-811 Helmcken Street,895000,https://www.rew.ca/properties/R2228377/1804-811-helmcken-street-vancouver-bc,Downtown West ,2,2,870,Apt/Condo,Built in 1996 (22 yrs old),"$1,857",$449,Vancouver West,Downtown West,Apt/Condo,Freehold Strata,R2228377,,Sotheby's Int'l Realty Canada,ClthWsh/Dryr/Frdg/Stve/DW,"Bike Room, Club House, Elevator, In Suite Laundry, Sauna/Steam Room"
1702-1082 Seymour Street,798000,https://www.rew.ca/properties/R2225170/1702-1082-seymour-street-vancouver-bc,Downtown West ,1,1,708,Apt/Condo,Built in 2006 (12 yrs old),"$1,786",$343,Vancouver West,Downtown West,Apt/Condo,Freehold Strata,R2225170,,Prompton Real Estate Serv.Inc.,"ClthWsh/Dryr/Frdg/Stve/DW, Garage Door Opener, Sprinkler - Fire","Bike Room, Elevator, Exercise Centre, In Suite Laundry"
3703-689 Abbott Street,2298000,https://www.rew.ca/properties/R2228490/3703-689-abbott-street-vancouver-bc,Downtown West ,3,3,1665,Apt/Condo,Built in 2009 (9 yrs old),"$4,072",$677,Vancouver West,Downtown West,Apt/Condo,Freehold Strata,R2228490,,Macdonald Realty,"Clothes Washer/Dryer, Dishwasher, Drapes/Window Coverings, Garage Door Opener, Oven-Built In, Range Top, Refrigerator, Smoke Alarm","Bike Room, Garden, Pool; Indoor, Recreation Center, Sauna/Steam Room, Swirlpool/Hot Tub"
808-1283 Howe Street,594000,https://www.rew.ca/properties/R2228615/808-1283-howe-street-vancouver-bc,Downtown West ,1,1,479,Apt/Condo,Built in 2018 (0 yrs old),,$186,Vancouver West,Downtown West,Apt/Condo,Freehold Strata,R2228615,,Oakwyn Realty Ltd.,"Clothes Washer/Dryer, Dishwasher, Drapes/Window Coverings, Intercom, Microwave, Oven-Built In, Range Top, Refrigerator, Sprinkler - Fire","Bike Room, Elevator, Exercise Centre, Garden, In Suite Laundry, Storage"
411-1283 Howe Street,584000,https://www.rew.ca/properties/R2228617/411-1283-howe-street-vancouver-bc,Downtown West ,1,1,497,Apt/Condo,Built in 2018 (0 yrs old),,$190,Vancouver West,Downtown West,Apt/Condo,Freehold Strata,R2228617,,Oakwyn Realty Ltd.,"Clothes Washer/Dryer, Dishwasher, Drapes/Window Coverings, Intercom, Microwave, Oven-Built In, Range Top, Refrigerator, Sprinkler - Fire","Bike Room, Elevator, Exercise Centre, Garden, In Suite Laundry, Storage"
807-1188 Howe Street,828000,https://www.rew.ca/properties/R2229276/807-1188-howe-street-vancouver-bc,Downtown West ,2,2,823,Apt/Condo,Built in 1994 (24 yrs old),"$1,500",$410,Vancouver West,Downtown West,Apt/Condo,Freehold Strata,R2229276,,Sutton Grp West Coast (Brdwy),"ClthWsh/Dryr/Frdg/Stve/DW, Drapes/Window Coverings, Garage Door Opener, Smoke Alarm","Bike Room, Elevator, Exercise Centre, In Suite Laundry, Pool; Indoor, Storage"
2901-438 Seymour Street,628880,https://www.rew.ca/properties/R2229231/2901-438-seymour-street-vancouver-bc,Downtown West ,1,1,518,Apt/Condo,Built in 1996 (22 yrs old),"$1,173",$367,Vancouver West,Downtown West,Apt/Condo,Freehold Strata,R2229231,,Sutton Grp West Coast (Brdwy),ClthWsh/Dryr/Frdg/Stve/DW,"Elevator, In Suite Laundry, Pool; Indoor, Sauna/Steam Room, Storage, Swirlpool/Hot Tub"
37 Keefer Place,699998,https://www.rew.ca/properties/R2228949/37-keefer-place-vancouver-bc,Downtown West ,1,1,685,Townhouse,Built in 2005 (13 yrs old),"$1,505",$269,Vancouver West,Downtown West,Townhouse,Freehold Strata,R2228949,,Trg The Residential Group Rlty,"ClthWsh/Dryr/Frdg/Stve/DW, Microwave, Smoke Alarm","Bike Room, Elevator, Exercise Centre, In Suite Laundry, Recreation Center, Storage"
1510-1050 Burrard Street,950000,https://www.rew.ca/properties/R2228779/1510-1050-burrard-street-vancouver-bc,Downtown West ,2,2,1068,Apt/Condo,Built in 1995 (23 yrs old),"$2,187",$470,Vancouver West,Downtown West,Apt/Condo,Freehold Strata,R2228779,,Royal Le Page Westside,"Air Conditioning, ClthWsh/Dryr/Frdg/Stve/DW, Drapes/Window Coverings, Garage Door Opener, Microwave, Security System","Air Cond./Central, Elevator, Exercise Centre, In Suite Laundry, Pool; Indoor, Sauna/Steam Room"
2003-777 Richards Street,788000,https://www.rew.ca/properties/R2214520/2003-777-richards-street-vancouver-bc,Downtown West ,1,1,546,Apt/Condo,Built in 2016 (2 yrs old),"$1,574",$259,Vancouver West,Downtown West,Apt/Condo,Freehold Strata,R2214520,,Prompton Real Estate Serv.Inc.,"ClthWsh/Dryr/Frdg/Stve/DW, Garage Door Opener, Sprinkler - Fire","Bike Room, Club House, Exercise Centre, Playground, Pool; Outdoor, Swirlpool/Hot Tub"
2017-68 Smithe Street,3380000,https://www.rew.ca/properties/R2218692/2017-68-smithe-street-vancouver-bc,Downtown West ,2,3,1319,Apt/Condo,Built in 2016 (2 yrs old),"$4,287",$610,Vancouver West,Downtown West,Apt/Condo,Freehold Strata,R2218692,,Oakwyn Realty Ltd.,"Air Conditioning, ClthWsh/Dryr/Frdg/Stve/DW, Drapes/Window Coverings, Fireplace Insert","Air Cond./Central, Club House, Elevator, In Suite Laundry, Pool; Outdoor, Sauna/Steam Room"
4106-777 Richards Street,1888000,https://www.rew.ca/properties/R2217588/4106-777-richards-street-vancouver-bc,Downtown West ,2,2,1112,Apt/Condo,Built in 2016 (2 yrs old),,$550,Vancouver West,Downtown West,Apt/Condo,Freehold Strata,R2217588,,RE/MAX Masters Realty,,"Air Cond./Central, Club House, Exercise Centre, Pool; Outdoor, Sauna/Steam Room, Swirlpool/Hot Tub"
2902-565 Smithe Street,3688900,https://www.rew.ca/properties/R2218685/2902-565-smithe-street-vancouver-bc,Downtown West ,2,2,1834,Apt/Condo,Built in 2009 (9 yrs old),"$6,730",$894,Vancouver West,Downtown West,Apt/Condo,Freehold Strata,R2218685,,Virani Real Estate Advisors,"Air Conditioning, ClthWsh/Dryr/Frdg/Stve/DW, Drapes/Window Coverings, Oven-Built In, Range Top, Refrigerator","Exercise Centre, In Suite Laundry, Playground, Storage, Swirlpool/Hot Tub"
